,Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
3467,,"Caldwell County, TX",48055.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,268.0
3468,,"Calhoun County, TX",48057.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,196.0
3469,,"Callahan County, TX",48059.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,137.0
3470,,"Cameron County, TX",48061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
3471,,"Cameron County, TX",48061.0,2005.0,2005.0,All other alcohol-induced causes,A9,12.0
3472,,"Cameron County, TX",48061.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,2044.0
3473,,"Camp County, TX",48063.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,133.0
3474,,"Carson County, TX",48065.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,58.0
3475,,"Cass County, TX",48067.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,402.0
3476,,"Castro County, TX",48069.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,67.0
3477,,"Chambers County, TX",48071.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,202.0
3478,,"Cherokee County, TX",48073.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,438.0
3479,,"Childress County, TX",48075.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,85.0
3480,,"Clay County, TX",48077.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,117.0
3481,,"Cochran County, TX",48079.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,44.0
3482,,"Coke County, TX",48081.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,49.0
3483,,"Coleman County, TX",48083.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,131.0
3484,,"Collin County, TX",48085.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
3485,,"Collin County, TX",48085.0,2005.0,2005.0,All other alcohol-induced causes,A9,20.0
3486,,"Collin County, TX",48085.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,2321.0
3487,,"Collingsworth County, TX",48087.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,48.0
3488,,"Colorado County, TX",48089.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,209.0
3489,,"Comal County, TX",48091.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,739.0
3490,,"Comanche County, TX",48093.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,164.0
3491,,"Concho County, TX",48095.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,35.0
3492,,"Cooke County, TX",48097.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,343.0
3493,,"Coryell County, TX",48099.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,391.0
3494,,"Crane County, TX",48103.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,52.0
3495,,"Crockett County, TX",48105.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,35.0
3496,,"Crosby County, TX",48107.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,82.0
3497,,"Culberson County, TX",48109.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,22.0
3498,,"Dallam County, TX",48111.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,46.0
3499,,"Dallas County, TX",48113.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169.0
3500,,"Dallas County, TX",48113.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,32.0
3501,,"Dallas County, TX",48113.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0
3502,,"Dallas County, TX",48113.0,2005.0,2005.0,All other drug-induced causes,D9,14.0
3503,,"Dallas County, TX",48113.0,2005.0,2005.0,All other alcohol-induced causes,A9,131.0
3504,,"Dallas County, TX",48113.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,13558.0
3505,,"Dawson County, TX",48115.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,147.0
3506,,"Deaf Smith County, TX",48117.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,140.0
3507,,"Delta County, TX",48119.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,49.0
3508,,"Denton County, TX",48121.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
3509,,"Denton County, TX",48121.0,2005.0,2005.0,All other alcohol-induced causes,A9,16.0
3510,,"Denton County, TX",48121.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1987.0
3511,,"DeWitt County, TX",48123.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,269.0
3512,,"Dickens County, TX",48125.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,28.0
3513,,"Dimmit County, TX",48127.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,88.0
3514,,"Donley County, TX",48129.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,43.0
3515,,"Duval County, TX",48131.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,125.0
3516,,"Eastland County, TX",48133.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,276.0
3517,,"Ector County, TX",48135.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
3518,,"Ector County, TX",48135.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1031.0
3519,,"Edwards County, TX",48137.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,19.0
3520,,"Ellis County, TX",48139.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,874.0
3521,,"El Paso County, TX",48141.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
3522,,"El Paso County, TX",48141.0,2005.0,2005.0,All other alcohol-induced causes,A9,57.0
3523,,"El Paso County, TX",48141.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,4283.0
3524,,"Erath County, TX",48143.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,349.0
3525,,"Falls County, TX",48145.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,200.0
3526,,"Fannin County, TX",48147.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,394.0
3527,,"Fayette County, TX",48149.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,327.0
3528,,"Fisher County, TX",48151.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,47.0
3529,,"Floyd County, TX",48153.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,73.0
3530,,"Foard County, TX",48155.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,11.0
3531,,"Fort Bend County, TX",48157.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
3532,,"Fort Bend County, TX",48157.0,2005.0,2005.0,All other alcohol-induced causes,A9,12.0
3533,,"Fort Bend County, TX",48157.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1771.0
3534,,"Franklin County, TX",48159.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,106.0
3535,,"Freestone County, TX",48161.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,207.0
3536,,"Frio County, TX",48163.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,132.0
3537,,"Gaines County, TX",48165.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,107.0
3538,,"Galveston County, TX",48167.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
3539,,"Galveston County, TX",48167.0,2005.0,2005.0,All other alcohol-induced causes,A9,21.0
3540,,"Galveston County, TX",48167.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,2345.0
3541,,"Garza County, TX",48169.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,47.0
3542,,"Gillespie County, TX",48171.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,327.0
3543,,"Goliad County, TX",48175.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,70.0
3544,,"Gonzales County, TX",48177.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,217.0
3545,,"Gray County, TX",48179.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,278.0
3546,,"Grayson County, TX",48181.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1255.0
3547,,"Gregg County, TX",48183.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
3548,,"Gregg County, TX",48183.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1196.0
3549,,"Grimes County, TX",48185.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,239.0
3550,,"Guadalupe County, TX",48187.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,705.0
3551,,"Hale County, TX",48189.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,311.0
3552,,"Hall County, TX",48191.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,57.0
3553,,"Hamilton County, TX",48193.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,134.0
3554,,"Hansford County, TX",48195.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,47.0
3555,,"Hardeman County, TX",48197.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,56.0
3556,,"Hardin County, TX",48199.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3557,,"Hardin County, TX",48199.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,495.0
3558,,"Harris County, TX",48201.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,290.0
3559,,"Harris County, TX",48201.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0
3560,,"Harris County, TX",48201.0,2005.0,2005.0,All other drug-induced causes,D9,34.0
3561,,"Harris County, TX",48201.0,2005.0,2005.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,10.0
3562,,"Harris County, TX",48201.0,2005.0,2005.0,All other alcohol-induced causes,A9,179.0
3563,,"Harris County, TX",48201.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,20318.0
3564,,"Harrison County, TX",48203.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,655.0
3565,,"Hartley County, TX",48205.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,45.0
3566,,"Haskell County, TX",48207.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,80.0
3567,,"Hays County, TX",48209.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,578.0
3568,,"Hemphill County, TX",48211.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,31.0
3569,,"Henderson County, TX",48213.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,792.0
3570,,"Hidalgo County, TX",48215.0,2005.0,2005.0,All other drug-induced causes,D9,10.0
3571,,"Hidalgo County, TX",48215.0,2005.0,2005.0,All other alcohol-induced causes,A9,15.0
3572,,"Hidalgo County, TX",48215.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,3290.0
3573,,"Hill County, TX",48217.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,393.0
3574,,"Hockley County, TX",48219.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,199.0
3575,,"Hood County, TX",48221.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,510.0
3576,,"Hopkins County, TX",48223.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,361.0
3577,,"Houston County, TX",48225.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,315.0
3578,,"Howard County, TX",48227.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,388.0
3579,,"Hudspeth County, TX",48229.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,15.0
3580,,"Hunt County, TX",48231.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,748.0
3581,,"Hutchinson County, TX",48233.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,229.0
3582,,"Jack County, TX",48237.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,89.0
3583,,"Jackson County, TX",48239.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,135.0
3584,,"Jasper County, TX",48241.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,369.0
3585,,"Jeff Davis County, TX",48243.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,18.0
3586,,"Jefferson County, TX",48245.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
3587,,"Jefferson County, TX",48245.0,2005.0,2005.0,All other alcohol-induced causes,A9,14.0
3588,,"Jefferson County, TX",48245.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,2584.0
3589,,"Jim Hogg County, TX",48247.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,56.0
3590,,"Jim Wells County, TX",48249.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,364.0
3591,,"Johnson County, TX",48251.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1101.0
3592,,"Jones County, TX",48253.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,206.0
3593,,"Karnes County, TX",48255.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,136.0
3594,,"Kaufman County, TX",48257.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,722.0
3595,,"Kendall County, TX",48259.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,255.0
3596,,"Kent County, TX",48263.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,21.0
3597,,"Kerr County, TX",48265.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,619.0
3598,,"Kimble County, TX",48267.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,58.0
3599,,"Kinney County, TX",48271.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,38.0
3600,,"Kleberg County, TX",48273.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,256.0
3601,,"Knox County, TX",48275.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,60.0
3602,,"Lamar County, TX",48277.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,603.0
3603,,"Lamb County, TX",48279.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,159.0
3604,,"Lampasas County, TX",48281.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,204.0
3605,,"La Salle County, TX",48283.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,50.0
3606,,"Lavaca County, TX",48285.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,200.0
3607,,"Lee County, TX",48287.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,138.0
3608,,"Leon County, TX",48289.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,196.0
3609,,"Liberty County, TX",48291.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,653.0
3610,,"Limestone County, TX",48293.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,294.0
3611,,"Lipscomb County, TX",48295.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,29.0
3612,,"Live Oak County, TX",48297.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,76.0
3613,,"Llano County, TX",48299.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,271.0
3614,,"Lubbock County, TX",48303.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
3615,,"Lubbock County, TX",48303.0,2005.0,2005.0,All other alcohol-induced causes,A9,15.0
3616,,"Lubbock County, TX",48303.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,2026.0
3617,,"Lynn County, TX",48305.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,66.0
3618,,"McCulloch County, TX",48307.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,109.0
3619,,"McLennan County, TX",48309.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3620,,"McLennan County, TX",48309.0,2005.0,2005.0,All other alcohol-induced causes,A9,14.0
3621,,"McLennan County, TX",48309.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1984.0
3622,,"Madison County, TX",48313.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,115.0
3623,,"Marion County, TX",48315.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,155.0
3624,,"Martin County, TX",48317.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,45.0
3625,,"Mason County, TX",48319.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,46.0
3626,,"Matagorda County, TX",48321.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,325.0
3627,,"Maverick County, TX",48323.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,313.0
3628,,"Medina County, TX",48325.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,344.0
3629,,"Menard County, TX",48327.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,28.0
3630,,"Midland County, TX",48329.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3631,,"Midland County, TX",48329.0,2005.0,2005.0,All other alcohol-induced causes,A9,12.0
3632,,"Midland County, TX",48329.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,839.0
3633,,"Milam County, TX",48331.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,305.0
3634,,"Mills County, TX",48333.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,70.0
3635,,"Mitchell County, TX",48335.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,92.0
3636,,"Montague County, TX",48337.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,313.0
3637,,"Montgomery County, TX",48339.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
3638,,"Montgomery County, TX",48339.0,2005.0,2005.0,All other alcohol-induced causes,A9,13.0
3639,,"Montgomery County, TX",48339.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,2364.0
3640,,"Moore County, TX",48341.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,145.0
3641,,"Morris County, TX",48343.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,188.0
3642,,"Motley County, TX",48345.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,21.0
3643,,"Nacogdoches County, TX",48347.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,559.0
3644,,"Navarro County, TX",48349.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,482.0
3645,,"Newton County, TX",48351.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,172.0
3646,,"Nolan County, TX",48353.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,201.0
3647,,"Nueces County, TX",48355.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
3648,,"Nueces County, TX",48355.0,2005.0,2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
3649,,"Nueces County, TX",48355.0,2005.0,2005.0,All other alcohol-induced causes,A9,25.0
3650,,"Nueces County, TX",48355.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,2322.0
3651,,"Ochiltree County, TX",48357.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,70.0
3652,,"Oldham County, TX",48359.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,15.0
3653,,"Orange County, TX",48361.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
3654,,"Orange County, TX",48361.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,894.0
3655,,"Palo Pinto County, TX",48363.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,326.0
3656,,"Panola County, TX",48365.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,260.0
3657,,"Parker County, TX",48367.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,770.0
3658,,"Parmer County, TX",48369.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,70.0
3659,,"Pecos County, TX",48371.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,118.0
3660,,"Polk County, TX",48373.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,570.0
3661,,"Potter County, TX",48375.0,2005.0,2005.0,All other alcohol-induced causes,A9,21.0
3662,,"Potter County, TX",48375.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1141.0
3663,,"Presidio County, TX",48377.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,35.0
3664,,"Rains County, TX",48379.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,107.0
3665,,"Randall County, TX",48381.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,747.0
3666,,"Reagan County, TX",48383.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,21.0
3667,,"Real County, TX",48385.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,34.0
3668,,"Red River County, TX",48387.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,201.0
3669,,"Reeves County, TX",48389.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,106.0
3670,,"Refugio County, TX",48391.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,81.0
3671,,"Roberts County, TX",48393.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,14.0
3672,,"Robertson County, TX",48395.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,201.0
3673,,"Rockwall County, TX",48397.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,339.0
3674,,"Runnels County, TX",48399.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,155.0
3675,,"Rusk County, TX",48401.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,522.0
3676,,"Sabine County, TX",48403.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,152.0
3677,,"San Augustine County, TX",48405.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,133.0
3678,,"San Jacinto County, TX",48407.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,229.0
3679,,"San Patricio County, TX",48409.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,517.0
3680,,"San Saba County, TX",48411.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,67.0
3681,,"Schleicher County, TX",48413.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,20.0
3682,,"Scurry County, TX",48415.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,167.0
3683,,"Shackelford County, TX",48417.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,49.0
3684,,"Shelby County, TX",48419.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,302.0
3685,,"Sherman County, TX",48421.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,24.0
3686,,"Smith County, TX",48423.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1457.0
3687,,"Somervell County, TX",48425.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,72.0
3688,,"Starr County, TX",48427.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,312.0
3689,,"Stephens County, TX",48429.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,121.0
3690,,"Stonewall County, TX",48433.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,25.0
3691,,"Sutton County, TX",48435.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,25.0
3692,,"Swisher County, TX",48437.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,74.0
3693,,"Tarrant County, TX",48439.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
3694,,"Tarrant County, TX",48439.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
3695,,"Tarrant County, TX",48439.0,2005.0,2005.0,All other drug-induced causes,D9,10.0
3696,,"Tarrant County, TX",48439.0,2005.0,2005.0,All other alcohol-induced causes,A9,64.0
3697,,"Tarrant County, TX",48439.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,9710.0
3698,,"Taylor County, TX",48441.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3699,,"Taylor County, TX",48441.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1159.0
3700,,"Terry County, TX",48445.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,113.0
3701,,"Throckmorton County, TX",48447.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,18.0
3702,,"Titus County, TX",48449.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,241.0
3703,,"Tom Green County, TX",48451.0,2005.0,2005.0,All other drug-induced causes,D9,10.0
3704,,"Tom Green County, TX",48451.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,958.0
3705,,"Travis County, TX",48453.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
3706,,"Travis County, TX",48453.0,2005.0,2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
3707,,"Travis County, TX",48453.0,2005.0,2005.0,All other alcohol-induced causes,A9,56.0
3708,,"Travis County, TX",48453.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,3902.0
3709,,"Trinity County, TX",48455.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,209.0
3710,,"Tyler County, TX",48457.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,250.0
3711,,"Upshur County, TX",48459.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,437.0
3712,,"Upton County, TX",48461.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,23.0
3713,,"Uvalde County, TX",48463.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,209.0
3714,,"Val Verde County, TX",48465.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,300.0
3715,,"Van Zandt County, TX",48467.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,577.0
3716,,"Victoria County, TX",48469.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,748.0
3717,,"Walker County, TX",48471.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,385.0
3718,,"Waller County, TX",48473.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,293.0
3719,,"Ward County, TX",48475.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,96.0
3720,,"Washington County, TX",48477.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,346.0
3721,,"Webb County, TX",48479.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
3722,,"Webb County, TX",48479.0,2005.0,2005.0,All other alcohol-induced causes,A9,13.0
3723,,"Webb County, TX",48479.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1055.0
3724,,"Wharton County, TX",48481.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,410.0
3725,,"Wheeler County, TX",48483.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,90.0
3726,,"Wichita County, TX",48485.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
3727,,"Wichita County, TX",48485.0,2005.0,2005.0,All other alcohol-induced causes,A9,15.0
3728,,"Wichita County, TX",48485.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,1269.0
3729,,"Wilbarger County, TX",48487.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,166.0
3730,,"Willacy County, TX",48489.0,2005.0,2005.0,All other non-drug and non-alcohol causes,O9,143.0
